Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21121","Meat of chickens, fresh or chilled","2021","2021","1000 US$","1806","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21122","Meat of ducks, fresh or chilled","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21113.02","Meat of pig boneless, fresh or chilled","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","1000 US$","10","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21115","Meat of sheep, fresh or chilled","2021","2021","1000 US$","18","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21124","Meat of turkeys, fresh or chilled","2021","2021","1000 US$","4","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","F1172","Meat prepared n.e.c.","2021","2021","1000 US$","5","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01449.01","Melonseed","2021","2021","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","0118","Millet","2021","2021","1000 US$","380","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23180","Mixes and doughs for the preparation of bakers' wares","2021","2021","1000 US$","58","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23540","Molasses","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01270","Mushrooms and truffles","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","24212.01","Must of grape","2021","2021","1000 US$","51","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01442","Mustard seed","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","02910","Natural honey","2021","2021","1000 US$","1089","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01950.02","Natural rubber in other forms","2021","2021","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01950.01","Natural rubber in primary forms","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01653","Nutmeg, mace, cardamoms, raw","2021","2021","1000 US$","5","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","0117","Oats","2021","2021","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23140.07","Oats, rolled","2021","2021","1000 US$","148","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21691.04","Oil of castor beans","2021","2021","1000 US$","3","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21691.12","Oil of linseed","2021","2021","1000 US$","211","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21691.02","Oil of maize","2021","2021","1000 US$","19","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21673","Oil of olive residues","2021","2021","1000 US$","201","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21691.14","Oil of palm kernel","2021","2021","1000 US$","1004","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21691.07","Oil of sesame seed","2021","2021","1000 US$","12","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","2167","Olive oil","2021","2021","1000 US$","590","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01450","Olives","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","F0262","Olives preserved","2021","2021","1000 US$","42","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","1000 US$","1767","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21431.01","Orange juice","2021","2021","1000 US$","255","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21431.02","Orange juice, concentrated","2021","2021","1000 US$","3","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01323","Oranges","2021","2021","1000 US$","3325","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01241.90","Other beans, green","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01329","Other citrus fruit, n.e.c.","2021","2021","1000 US$","7","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01929.90","Other fibre crops, raw, n.e.c.","2021","2021","1000 US$","8","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01919.96","Other forage products, n.e.c.","2021","2021","1000 US$","5","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23210.03","Other fructose and syrup","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21419.99","Other fruit n.e.c., dried","2021","2021","1000 US$","8","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01359.90","Other fruits, n.e.c.","2021","2021","1000 US$","19","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","02199.20","Other live animals, n.e.c.","2021","2021","1000 US$","127","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","25090","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","1000 US$","308","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21170.92","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","24490","Other non-alcoholic caloric beverages","2021","2021","1000 US$","8990","E","Estimated value"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","2021","1000 US$","12","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21691.90","Other oil of vegetable origin, crude n.e.c.","2021","2021","1000 US$","1474","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01449.90","Other oil seeds, n.e.c.","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01709.90","Other pulses n.e.c.","2021","2021","1000 US$","20","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01699","Other stimulant, spice and aromatic crops, n.e.c.","2021","2021","1000 US$","1191","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01319","Other tropical fruits, n.e.c.","2021","2021","1000 US$","2554","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21330.90","Other vegetables provisionally preserved","2021","2021","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01290.90","Other vegetables, fresh n.e.c.","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","2165","Palm oil","2021","2021","1000 US$","135433","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21399.01","Paste of tomatoes","2021","2021","1000 US$","290","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","F0022","Pastry","2021","2021","1000 US$","6894","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01342.01","Pears","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01705","Peas, dry","2021","2021","1000 US$","7","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01242","Peas, green","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01651","Pepper (Piper spp.), raw","2021","2021","1000 US$","118","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01359.01","Persimmons","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","F1042","Pig meat preparations","2021","2021","1000 US$","66","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21181","Pig meat, cuts, salted, dried or smoked (bacon and ham)","2021","2021","1000 US$","90","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01707","Pigeon peas, dry","2021","2021","1000 US$","3","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21433","Pineapple juice","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01318","Pineapples","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21491","Pineapples, otherwise prepared or preserved","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01375","Pistachios, in shell","2021","2021","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01313","Plantains and cooking bananas","2021","2021","1000 US$","6","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01346","Plums and sloes","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21412","Plums, dried","2021","2021","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01321","Pomelos and grapefruits","2021","2021","1000 US$","10","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01448","Poppy seed","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01510","Potatoes","2021","2021","1000 US$","107","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21313","Potatoes, frozen","2021","2021","1000 US$","47","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","F1061","Poultry meat preparations","2021","2021","1000 US$","226","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21495.01","Prepared groundnuts","2021","2021","1000 US$","55","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","F0235","Prepared nuts","2021","2021","1000 US$","41","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","22251.04","Processed cheese","2021","2021","1000 US$","62","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01235","Pumpkins, squash and gourds","2021","2021","1000 US$","16","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01194","Quinoa","2021","2021","1000 US$","3","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21411","Raisins","2021","2021","1000 US$","30","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01443","Rape or colza seed","2021","2021","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21641.01","Rapeseed or canola oil, crude","2021","2021","1000 US$","21","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","2351f","Raw cane or beet sugar (centrifugal only)","2021","2021","1000 US$","8605","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","02953.01","Raw hides and skins of sheep or lambs, with wool","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","02211","Raw milk of cattle","2021","2021","1000 US$","15","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23530","Refined cane or beet sugar, in solid form, containing added flavouring or colouring matter; maple sugar and maple syrup","2021","2021","1000 US$","8","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23520","Refined sugar","2021","2021","1000 US$","98327","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","0113","Rice","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23161.03","Rice, broken","2021","2021","1000 US$","4953","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23161.02","Rice, milled","2021","2021","1000 US$","83873","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","F0030","Rice, paddy (rice milled equivalent)","2021","2021","1000 US$","88833","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21184.02","Sausages and similar products of meat, offal or blood of pig","2021","2021","1000 US$","224","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01444","Sesame seed","2021","2021","1000 US$","13","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","22212","Skim milk and whey powder","2021","2021","1000 US$","785","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","22110.02","Skim milk of cows","2021","2021","1000 US$","7","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","02953.04","Skins, dry-salted of sheep","2021","2021","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","0114","Sorghum","2021","2021","1000 US$","5765","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01344.01","Sour cherries","2021","2021","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","2161","Soya bean oil","2021","2021","1000 US$","4161","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","0141","Soya beans","2021","2021","1000 US$","9439","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23995.01","Soya sauce","2021","2021","1000 US$","104","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23220.06","Starch of cassava","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01354","Strawberries","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23210.04","Sugar and syrups n.e.c.","2021","2021","1000 US$","138","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01802","Sugar cane","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23670.01","Sugar confectionery","2021","2021","1000 US$","12843","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01445","Sunflower seed","2021","2021","1000 US$","28","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21631.01","Sunflower-seed oil, crude","2021","2021","1000 US$","14618","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21319.01","Sweet corn, frozen","2021","2021","1000 US$","6","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21399.03","Sweet corn, prepared or preserved","2021","2021","1000 US$","56","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01530","Sweet potatoes","2021","2021","1000 US$","15","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","02140","Swine / pigs","2021","2021","1000 US$","30","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01620","Tea leaves","2021","2021","1000 US$","221","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21321","Tomato juice","2021","2021","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01234","Tomatoes","2021","2021","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21399.02","Tomatoes, peeled (o/t vinegar)","2021","2021","1000 US$","13","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01929.02","True hemp, raw or retted","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23710","Uncooked pasta, not stuffed or otherwise prepared","2021","2021","1000 US$","11594","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","2413","Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","2021","2021","1000 US$","11269","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01970","Unmanufactured tobacco","2021","2021","1000 US$","1677","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01658","Vanilla, raw","2021","2021","1000 US$","5","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01990.01","Vegetable products, fresh or dry n.e.c.","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21931","Vegetable waxes (other than triglycerides), whether or not refined or coloured","2021","2021","1000 US$","3","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","F0473","Vegetables frozen","2021","2021","1000 US$","3","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","F0475","Vegetables preserved (frozen)","2021","2021","1000 US$","13","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","F0472","Vegetables preserved nes (o/t vinegar)","2021","2021","1000 US$","513","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21393.90","Vegetables, dehydrated","2021","2021","1000 US$","10","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21340","Vegetables, pulses and potatoes, preserved by vinegar or acetic acid","2021","2021","1000 US$","28","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","24220","Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances","2021","2021","1000 US$","167","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01376","Walnuts, in shell","2021","2021","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","21429.02","Walnuts, shelled","2021","2021","1000 US$","3","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","01221","Watermelons","2021","2021","1000 US$","1266","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","0111","Wheat","2021","2021","1000 US$","60921","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","23110","Wheat and meslin flour","2021","2021","1000 US$","10977","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","22211","Whole milk powder","2021","2021","1000 US$","12371","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","22222.01","Whole milk, condensed","2021","2021","1000 US$","40","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","24212.02","Wine","2021","2021","1000 US$","4516","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","F0994","Wool grease and lanolin","2021","2021","1000 US$","75","A","Official figure"
"TCL","Crops and livestock products","646","Rwanda","5622","Import Value","22230.02","Yoghurt, with additives","2021","2021","1000 US$","69","A","Official figure"
